itemID,itemTitle,Attributes
26593,Item 5535,Attribute8|Attribute4|Attribute11
26599,Item 5536,Attribute4|Attribute6|Attribute7
26603,Item 5537,Attribute5|Attribute13|Attribute11|Attribute10
26606,Item 5538,Attribute8|Attribute5|Attribute13|Attribute7
26612,Item 5539,Attribute9|Attribute6|Attribute10
26614,Item 5540,Attribute8|Attribute1|Attribute6|Attribute12|Attribute10
26622,Item 5541,Attribute6
26629,Item 5542,Attribute4|Attribute13|Attribute11
26630,Item 5543,Attribute14
26631,Item 5544,Animation|Attribute5|Attribute12
26645,Item 5545,Attribute4
26649,Item 5546,Attribute1|Attribute6|Attribute18
26662,Item 5547,Attribute1|Animation|Attribute3|Attribute6|Attribute5
26676,Item 5548,Attribute4
26680,Item 5549,Attribute4|Attribute14|Attribute7
26681,Item 5550,Attribute8|Attribute6|Attribute16
26686,Item 5551,Attribute4|Attribute5
26693,Item 5552,Attribute6|Attribute5|Attribute13|Attribute12|Attribute10
26694,Item 5553,Attribute6
26695,Item 5554,Attribute6
26696,Item 5555,Attribute8
26700,Item 5556,Attribute4|Attribute9
26701,Item 5557,Attribute8|Animation|Attribute9|Attribute6|Attribute19|Attribute12|Attribute11|Attribute10
26704,Item 5558,Attribute9|Attribute6|Attribute10
26712,Item 5559,Attribute15
26713,Item 5560,Attribute6|Attribute7
26717,Item 5561,Attribute6|Attribute13
26726,Item 5562,Attribute4
26729,Item 5563,Attribute15
26732,Item 5564,Attribute4
26736,Item 5565,Attribute8|Attribute9|Attribute10
26741,Item 5566,Attribute4|Attribute5|Attribute7
26743,Item 5567,Animation|Attribute6
26745,Item 5568,Attribute4|Attribute6|Attribute7
26750,Item 5569,Attribute1|Attribute6|Attribute18
26761,Item 5570,Attribute9|Attribute6|Attribute12|Attribute7|Attribute10
26764,Item 5571,Attribute8|Attribute5|Attribute11|Attribute10|Attribute16
26765,Item 5572,Attribute8|Attribute4|Attribute7
26776,Item 5573,Attribute1|Animation|Attribute4|Attribute5|Attribute7
26777,Item 5574,Attribute6
26778,Item 5575,Attribute4
26782,Item 5576,Attribute6|Attribute14
26791,Item 5577,Attribute6|Attribute7|Attribute10|Attribute16
26792,Item 5578,Attribute8|Attribute1|Attribute3|Attribute4
26796,Item 5579,Attribute6|Attribute7
26797,Item 5580,Attribute15
26810,Item 5581,Attribute6
26812,Item 5582,Attribute6
26819,Item 5583,Attribute8|Attribute11
26828,Item 5584,Attribute8|Attribute3|Attribute4
26838,Item 5585,Attribute4|Attribute6
26840,Item 5586,Attribute8|Attribute4|Attribute9|Attribute6
26849,Item 5587,Attribute1|Attribute6|Attribute5|Attribute13|Attribute11
26854,Item 5588,Attribute8|Attribute9|Attribute13
26861,Item 5589,Attribute4|Attribute11
26865,Item 5590,Attribute8|Attribute6
26870,Item 5591,Attribute4
26871,Item 5592,Attribute4|Attribute7
26875,Item 5593,Attribute9|Attribute19|Attribute12|Attribute10
26887,Item 5594,Attribute6|Attribute5|Attribute13|Attribute12|Attribute11|Attribute10
26900,Item 5595,Attribute4|Attribute6
26901,Item 5596,Attribute1|Attribute18
26903,Item 5597,Animation|Attribute6|Attribute7
26913,Item 5598,Attribute8|Animation
26928,Item 5599,Attribute4|Attribute6|Attribute7
26940,Item 5600,Attribute4
26947,Item 5601,Attribute9|Attribute10
26958,Item 5602,Attribute7
26965,Item 5603,Attribute6|Attribute10
26974,Item 5604,Attribute6
26985,Item 5605,Attribute8|Attribute11
26999,Item 5606,Attribute1|Animation|Attribute3|Attribute14|Attribute7
27002,Item 5607,Attribute8|Attribute15|Attribute6|Attribute10
27003,Item 5608,Attribute8|Attribute13|Attribute11
27006,Item 5609,Attribute6
27008,Item 5610,Attribute4|Attribute9|Attribute13
27020,Item 5611,Attribute6|Attribute7
27022,Item 5612,Attribute8|Attribute9|Attribute10
27032,Item 5613,Attribute8|Attribute1|Attribute4|Attribute11|Attribute10
27036,Item 5614,Attribute8|Attribute1|Attribute6|Attribute5|Attribute7
27074,Item 5615,Attribute11
27075,Item 5616,Attribute3|Attribute4|Attribute5
27105,Item 5617,Attribute5|Attribute18
27124,Item 5618,Attribute6|Attribute10
27134,Item 5619,Attribute8|Attribute9|Attribute5
27140,Item 5620,Attribute13
27155,Item 5621,Attribute8|Attribute1|Animation|Attribute3|Attribute5|Attribute11
27156,Item 5622,Attribute8|Animation|Attribute6|Attribute5|Attribute11
27176,Item 5623,Attribute15
27178,Item 5624,Attribute4|Attribute7
27186,Item 5625,Attribute1|Animation|Attribute3|Attribute5
27193,Item 5626,Attribute8|Attribute4
27246,Item 5627,Attribute6|Attribute7
27251,Item 5628,Attribute1|Attribute4|Attribute5
27255,Item 5629,Attribute6
27266,Item 5630,Attribute6|Attribute5|Attribute7|Attribute11
27306,Item 5631,Attribute4|Attribute6
27311,Item 5632,Attribute8|Animation|Attribute9|Attribute11|Attribute10
27317,Item 5633,Attribute6|Attribute13|Attribute12|Attribute7|Attribute10
27320,Item 5634,Attribute4|Attribute6|Attribute5
27328,Item 5635,Attribute8|Attribute4|Attribute9|Attribute5|Attribute10
27329,Item 5636,Attribute15
27368,Item 5637,Attribute1|Attribute4|Attribute5
27369,Item 5638,Animation|Attribute4
27370,Item 5639,Attribute4
27373,Item 5640,Attribute6
27397,Item 5641,Attribute9|Attribute6|Attribute12|Attribute10|Attribute16
27408,Item 5642,Attribute6|Attribute10
27416,Item 5643,Attribute4|Attribute6|Attribute7
27420,Item 5644,Attribute4|Attribute6|Attribute7|Attribute11
27426,Item 5645,Attribute8|Attribute4|Attribute10
27434,Item 5646,Attribute13|Attribute12
27441,Item 5647,Attribute8|Animation|Attribute13
27450,Item 5648,Attribute1|Attribute18
27473,Item 5649,Attribute4|Attribute9|Attribute13|Attribute12|Attribute10
27478,Item 5650,Attribute4
27480,Item 5651,Attribute8|Attribute9|Attribute10
27482,Item 5652,Attribute13|Attribute12|Attribute11
27491,Item 5653,Attribute13|Attribute12|Attribute10
27513,Item 5654,Attribute6
27523,Item 5655,Attribute4|Attribute7
27537,Item 5656,Attribute4|Attribute5|Attribute12|Attribute11
27539,Item 5657,Attribute4|Attribute7
27549,Item 5658,Attribute4|Attribute9|Attribute6|Attribute11|Attribute10
27555,Item 5659,Attribute4
27563,Item 5660,Attribute4|Attribute13|Attribute14
27584,Item 5661,Attribute4|Attribute13|Attribute12|Attribute10
27592,Item 5662,Attribute9|Attribute6
27595,Item 5663,Attribute8|Attribute4|Attribute13|Attribute14
27604,Item 5664,Attribute13|Attribute12|Attribute10
27611,Item 5665,Attribute6|Attribute11|Attribute16
27618,Item 5666,Attribute8|Attribute1|Attribute6|Attribute11|Attribute10
27619,Item 5667,Attribute1|Animation|Attribute3|Attribute4
27627,Item 5668,Attribute6|Attribute7
27644,Item 5669,Attribute4|Attribute6|Attribute7
27660,Item 5670,Attribute8|Animation|Attribute6|Attribute11
27664,Item 5671,Attribute6
27667,Item 5672,Attribute13
27674,Item 5673,Attribute4|Attribute9|Attribute6|Attribute12|Attribute10
27683,Item 5674,Attribute8|Attribute4|Attribute13|Attribute11|Attribute10|Attribute18
27685,Item 5675,Attribute4
27689,Item 5676,Attribute8|Attribute9|Attribute10
27692,Item 5677,Attribute8|Attribute4|Attribute6|Attribute16
27695,Item 5678,Attribute8|Attribute4|Attribute6
27704,Item 5679,Attribute8|Attribute6|Attribute10|Attribute16
27705,Item 5680,Attribute8|Attribute6|Attribute10
27706,Item 5681,Attribute1|Attribute3|Attribute4|Attribute5
27708,Item 5682,Attribute8|Attribute1|Attribute6|Attribute7
27716,Item 5683,Attribute4|Attribute9|Attribute6|Attribute7
27721,Item 5684,Attribute6|Attribute12|Attribute7|Attribute16
27722,Item 5685,Attribute6|Attribute7
27728,Item 5686,Attribute8|Animation|Attribute6|Attribute11|Attribute10
27731,Item 5687,Attribute1|Animation|Attribute3|Attribute5
27741,Item 5688,Attribute6|Attribute7
27744,Item 5689,Attribute6|Attribute7
27746,Item 5690,Attribute13|Attribute10
27751,Item 5691,Attribute6|Attribute13|Attribute12|Attribute10
27762,Item 5692,Attribute4
27768,Item 5693,Attribute6
27769,Item 5694,Attribute6
27772,Item 5695,Attribute13
27773,Item 5696,Attribute12|Attribute10
27776,Item 5697,Attribute6
27778,Item 5698,Attribute5|Attribute13
27784,Item 5699,Attribute13|Attribute12
27788,Item 5700,Attribute6|Attribute12|Attribute11|Attribute10
27790,Item 5701,Attribute3|Attribute4|Attribute9|Attribute6|Attribute5
27793,Item 5702,Attribute8|Attribute13|Attribute11|Attribute16
27801,Item 5703,Attribute8|Attribute10
27802,Item 5704,Attribute8|Attribute9|Attribute6|Attribute10
27803,Item 5705,Attribute6
27808,Item 5706,Attribute4|Attribute6|Attribute7
27815,Item 5707,Attribute6
27816,Item 5708,Attribute8|Attribute1|Attribute6|Attribute16
27820,Item 5709,Attribute15|Attribute6
27821,Item 5710,Attribute6|Attribute10
27822,Item 5711,Attribute6|Attribute10
27826,Item 5712,Attribute4|Attribute6|Attribute7
27829,Item 5713,Attribute15
27830,Item 5714,Attribute6
27831,Item 5715,Attribute9|Attribute6|Attribute10
27834,Item 5716,Attribute6
27837,Item 5717,Attribute8|Attribute1
27838,Item 5718,Attribute6|Attribute10
27839,Item 5719,Attribute6|Attribute13|Attribute12|Attribute10
27846,Item 5720,Attribute15
27850,Item 5721,Attribute15
27865,Item 5722,Attribute8|Attribute1|Attribute6|Attribute10
27866,Item 5723,Attribute6
27869,Item 5724,Attribute8|Attribute6|Attribute16
27873,Item 5725,Attribute15
27878,Item 5726,Attribute15
27879,Item 5727,Attribute15
27882,Item 5728,Attribute15
27899,Item 5729,Attribute4|Attribute15|Attribute6
27904,Item 5730,Animation|Attribute6|Attribute12|Attribute11|Attribute10
27905,Item 5731,Attribute8|Attribute6|Attribute5|Attribute11
27912,Item 5732,Attribute15
30707,Item 5733,Attribute6
30745,Item 5734,Attribute4|Attribute9|Attribute6|Attribute13|Attribute12
30749,Item 5735,Attribute6|Attribute16
30793,Item 5736,Attribute1|Attribute3|Attribute4|Attribute5|Attribute17
30803,Item 5737,Attribute6|Attribute7
30810,Item 5738,Attribute1|Attribute4|Attribute5
30812,Item 5739,Attribute6
30816,Item 5740,Attribute6|Attribute14|Attribute7
30818,Item 5741,Attribute6|Attribute14
30820,Item 5742,Attribute6
30822,Item 5743,Attribute4|Attribute6
30825,Item 5744,Attribute4
30846,Item 5745,Attribute9|Attribute6|Attribute10
30848,Item 5746,Attribute6
30850,Item 5747,Attribute6
30883,Item 5748,Attribute4|Attribute5
30890,Item 5749,Attribute6
30892,Item 5750,Animation|Attribute15
30894,Item 5751,Attribute6|Attribute13|Attribute12|Attribute11|Attribute10
30898,Item 5752,Attribute4|Attribute6|Attribute7
30994,Item 5753,Attribute4|Attribute6
31000,Item 5754,Attribute4
31030,Item 5755,Attribute3|Attribute6
31038,Item 5756,Attribute6|Attribute7
31049,Item 5757,Attribute4|Attribute10
31083,Item 5758,Attribute4|Attribute7
31086,Item 5759,Attribute9|Attribute6
31101,Item 5760,Attribute8|Attribute9|Attribute6
31114,Item 5761,Attribute4|Attribute6
31116,Item 5762,Attribute6|Attribute16
31123,Item 5763,Attribute4|Attribute9
31150,Item 5764,Animation|Attribute5|Attribute11|Attribute16
31162,Item 5765,Attribute4|Attribute6
31184,Item 5766,Attribute8|Animation|Attribute5|Attribute11
31193,Item 5767,Animation|Attribute3|Attribute14
31221,Item 5768,Attribute8|Attribute1|Attribute9|Attribute6
31223,Item 5769,Attribute3|Attribute4
31225,Item 5770,Attribute6
31260,Item 5771,Attribute6
31297,Item 5772,Attribute4|Attribute14
31309,Item 5773,Attribute9|Attribute6
31364,Item 5774,Attribute9|Attribute6|Attribute12|Attribute10
31367,Item 5775,Attribute8|Attribute1|Attribute4|Attribute9|Attribute7|Attribute10
31410,Item 5776,Attribute6|Attribute16
31420,Item 5777,Attribute8|Attribute9|Attribute6|Attribute10
31422,Item 5778,Attribute3|Attribute4
31424,Item 5779,Attribute8|Attribute13|Attribute11|Attribute10
31427,Item 5780,Attribute13|Attribute12|Attribute10
31431,Item 5781,Attribute6|Attribute13|Attribute12|Attribute10
31433,Item 5782,Attribute4|Attribute7
31435,Item 5783,Attribute6
31437,Item 5784,Attribute6
31445,Item 5785,Attribute4|Attribute6
31522,Item 5786,Attribute6
31545,Item 5787,Attribute9|Attribute19
31553,Item 5788,Attribute8|Attribute1|Attribute11
31590,Item 5789,Attribute9|Attribute6|Attribute10
31610,Item 5790,Attribute6
31617,Item 5791,Attribute8|Attribute1|Attribute6|Attribute7|Attribute16
31658,Item 5792,Attribute1|Animation|Attribute5|Attribute7
31660,Item 5793,Attribute8|Animation|Attribute6|Attribute11
31664,Item 5794,Attribute8|Attribute4|Attribute7
31685,Item 5795,Attribute4|Attribute7
31692,Item 5796,Attribute4
31694,Item 5797,Attribute4|Attribute14|Attribute7
31696,Item 5798,Attribute8|Attribute5|Attribute13|Attribute10
31698,Item 5799,Attribute1|Attribute3|Attribute4|Attribute5
31700,Item 5800,Attribute3|Attribute4|Attribute6
31702,Item 5801,Attribute6|Attribute16
31737,Item 5802,Attribute12|Attribute10
31804,Item 5803,Attribute8|Attribute5|Attribute13|Attribute12|Attribute11|Attribute10
31851,Item 5804,Attribute4
31867,Item 5805,Attribute8|Attribute4
31878,Item 5806,Attribute8|Attribute4
31903,Item 5807,Attribute6|Attribute7
31909,Item 5808,Attribute4|Attribute13
31921,Item 5809,Attribute1|Attribute4|Attribute9|Attribute6|Attribute12|Attribute10
31923,Item 5810,Attribute8|Attribute1|Attribute4
31925,Item 5811,Attribute1|Attribute4|Attribute7
31952,Item 5812,Attribute4|Attribute9|Attribute6|Attribute12
31973,Item 5813,Attribute6|Attribute16
32009,Item 5814,Attribute4|Attribute6|Attribute7
32011,Item 5815,Attribute13|Attribute10
32017,Item 5816,Attribute8|Attribute4
32019,Item 5817,Attribute4|Attribute9|Attribute14
32022,Item 5818,Attribute15|Attribute16
32029,Item 5819,Attribute8|Attribute9|Attribute6|Attribute10
32031,Item 5820,Attribute1|Animation|Attribute3|Attribute4|Attribute5|Attribute11|Attribute17
32058,Item 5821,Attribute6
32060,Item 5822,Attribute13|Attribute12
32116,Item 5823,Attribute4
32139,Item 5824,Attribute6
32160,Item 5825,Attribute4
32179,Item 5826,Attribute9|Attribute6|Attribute10
32213,Item 5827,Attribute13|Attribute12|Attribute11|Attribute10
32234,Item 5828,Attribute6
32243,Item 5829,Attribute8|Attribute4|Attribute9
32289,Item 5830,Attribute3|Attribute4|Attribute6
32291,Item 5831,Attribute4|Attribute6
32294,Item 5832,Attribute6
32296,Item 5833,Attribute1|Attribute4|Attribute9
32298,Item 5834,Attribute4|Attribute7
32300,Item 5835,Attribute8|Attribute4
32302,Item 5836,Attribute15
32314,Item 5837,Attribute1|Attribute4|Attribute15
32371,Item 5838,Attribute9|Attribute6|Attribute19
32387,Item 5839,Attribute8|Attribute6
32392,Item 5840,Attribute4|Attribute9|Attribute6|Attribute18
32440,Item 5841,Attribute8|Attribute4
32442,Item 5842,Attribute4
32456,Item 5843,Animation|Attribute4|Attribute6|Attribute5
32460,Item 5844,Attribute8|Attribute4|Attribute9|Attribute6
32469,Item 5845,Attribute4|Attribute9|Attribute6
32511,Item 5846,Attribute8|Attribute1
32515,Item 5847,Attribute1|Attribute6|Attribute16|Attribute18
32554,Item 5848,Animation|Attribute5|Attribute11|Attribute10
32582,Item 5849,Attribute15
32584,Item 5850,Attribute6
32587,Item 5851,Attribute8|Attribute9|Attribute19|Attribute12|Attribute10
32589,Item 5852,Attribute4
32596,Item 5853,Attribute8|Attribute1|Attribute4
32598,Item 5854,Attribute4|Attribute7
32600,Item 5855,Attribute6
32620,Item 5856,Attribute4|Attribute14|Attribute7
32632,Item 5857,Attribute8|Attribute9
32649,Item 5858,Attribute6|Attribute16
32657,Item 5859,Animation|Attribute6
32659,Item 5860,Attribute4
32666,Item 5861,Attribute4
32728,Item 5862,Attribute6|Attribute12|Attribute10
32743,Item 5863,Attribute6|Attribute13|Attribute10
32770,Item 5864,Attribute6
32799,Item 5865,Attribute6|Attribute7
32862,Item 5866,Attribute4|Attribute7
32875,Item 5867,Attribute4
32892,Item 5868,Attribute6|Attribute16
32898,Item 5869,Attribute8|Attribute1|Attribute5|Attribute11
32906,Item 5870,Attribute6|Attribute16
32914,Item 5871,Attribute6|Attribute13|Attribute10
32917,Item 5872,Attribute4|Attribute5|Attribute7
33004,Item 5873,Attribute1|Attribute4|Attribute11
33085,Item 5874,Attribute13|Attribute10
33090,Item 5875,Animation|Attribute4|Attribute11
33124,Item 5876,Attribute6|Attribute16
33126,Item 5877,Attribute4|Attribute18
33132,Item 5878,Attribute8|Attribute9|Attribute6
33138,Item 5879,Attribute1|Attribute4|Attribute6
33145,Item 5880,Attribute4|Attribute6|Attribute7
33148,Item 5881,Attribute4|Attribute9
33154,Item 5882,Attribute15
33158,Item 5883,Attribute8|Attribute9|Attribute10
33162,Item 5884,Attribute8|Attribute6|Attribute7|Attribute16
33164,Item 5885,Attribute13|Attribute10
33166,Item 5886,Attribute9|Attribute6
33171,Item 5887,Attribute6|Attribute12
33188,Item 5888,Attribute4|Attribute7
33201,Item 5889,Attribute6|Attribute12|Attribute7|Attribute10
33237,Item 5890,Attribute6|Attribute14|Attribute7
33294,Item 5891,Animation|Attribute5|Attribute13
33310,Item 5892,Attribute6|Attribute7
33312,Item 5893,Attribute4|Attribute14
33421,Item 5894,Attribute6
33435,Item 5895,Attribute15
33437,Item 5896,Attribute8|Attribute9|Attribute6|Attribute10
33493,Item 5897,Attribute8|Attribute1|Attribute11
33495,Item 5898,Attribute4
33499,Item 5899,Attribute4|Attribute7
33558,Item 5900,Attribute1|Attribute6
33564,Item 5901,Attribute4
33615,Item 5902,Attribute1|Animation|Attribute3|Attribute4
33629,Item 5903,Attribute1|Attribute4
33639,Item 5904,Attribute3|Attribute15
33644,Item 5905,Attribute13|Attribute10
33646,Item 5906,Attribute4|Attribute6
33649,Item 5907,Attribute4|Attribute6|Attribute7
33660,Item 5908,Attribute6|Attribute7
33669,Item 5909,Attribute1|Attribute4|Attribute6
33672,Item 5910,Attribute8|Attribute4|Attribute6
33677,Item 5911,Attribute15
33679,Item 5912,Attribute8|Attribute1|Attribute4|Attribute7
33681,Item 5913,Attribute8|Attribute1|Attribute3|Attribute5
33683,Item 5914,Attribute13|Attribute10
33725,Item 5915,Attribute4|Attribute6|Attribute14
33779,Item 5916,Attribute4
33781,Item 5917,Attribute6|Attribute7
33794,Item 5918,Attribute8|Attribute9|Attribute17
33801,Item 5919,Attribute8|Attribute1|Attribute5|Attribute11
33815,Item 5920,Attribute4|Attribute6|Attribute7
33826,Item 5921,Attribute4|Attribute6
33830,Item 5922,Attribute1|Attribute4|Attribute7
33834,Item 5923,Attribute8|Attribute13|Attribute10
33836,Item 5924,Attribute4|Attribute5|Attribute7
33838,Item 5925,Attribute15
33880,Item 5926,Attribute4|Attribute6
33893,Item 5927,Attribute4|Attribute9|Attribute10
33896,Item 5928,Attribute13
33903,Item 5929,Attribute4|Attribute9|Attribute6|Attribute7
33966,Item 5930,Attribute4
34018,Item 5931,Attribute4|Attribute14
34048,Item 5932,Attribute8|Attribute1|Attribute11|Attribute10
34072,Item 5933,Attribute15
34129,Item 5934,Attribute4
34143,Item 5935,Attribute6|Attribute13|Attribute10
34148,Item 5936,Attribute6
34150,Item 5937,Attribute8|Attribute1|Attribute11
34153,Item 5938,Attribute15
34162,Item 5939,Attribute4|Attribute7
34164,Item 5940,Attribute4|Attribute6
34271,Item 5941,Attribute9|Attribute6
34292,Item 5942,Attribute8|Attribute13|Attribute11
34312,Item 5943,Attribute4
34319,Item 5944,Attribute8|Attribute11|Attribute10
34321,Item 5945,Attribute3|Attribute4
34323,Item 5946,Attribute8|Attribute9|Attribute13
34326,Item 5947,Attribute6
34330,Item 5948,Attribute6|Attribute12
34332,Item 5949,Attribute8|Attribute1|Attribute3|Attribute4
34334,Item 5950,Attribute8|Attribute1|Attribute11|Attribute10
34336,Item 5951,Attribute4|Attribute7
34338,Item 5952,Attribute4|Attribute15
34359,Item 5953,Attribute4
34397,Item 5954,Attribute8|Attribute1|Attribute6|Attribute10
34405,Item 5955,Attribute8|Attribute1|Attribute11
34437,Item 5956,Attribute4|Attribute6
34450,Item 5957,Attribute8|Attribute4|Attribute9|Attribute6
34482,Item 5958,Attribute6
34520,Item 5959,Attribute8|Attribute1|Attribute4
34523,Item 5960,Attribute4|Attribute6
34528,Item 5961,Attribute4|Attribute6
34530,Item 5962,Attribute4
34532,Item 5963,Attribute6|Attribute13|Attribute12|Attribute10
34534,Item 5964,Attribute8|Attribute9|Attribute6
34536,Item 5965,Attribute8|Attribute6|Attribute16
34540,Item 5966,Attribute4|Attribute6
34542,Item 5967,Attribute15
34800,Item 5968,Attribute4
34811,Item 5969,Attribute8|Attribute9|Attribute6|Attribute10
35015,Item 5970,Attribute1|Attribute6
35347,Item 5971,Animation|Attribute6
35807,Item 5972,Attribute4
35836,Item 5973,Attribute4|Attribute7
35957,Item 5974,Attribute13|Attribute10
36276,Item 5975,Attribute6|Attribute12|Attribute10
36289,Item 5976,Attribute1|Attribute3|Attribute4|Attribute5
36363,Item 5977,Attribute4|Attribute6|Attribute11
36397,Item 5978,Attribute1|Animation|Attribute3|Attribute4|Attribute5|Attribute16
36401,Item 5979,Attribute4|Attribute5|Attribute13|Attribute10
36477,Item 5980,Attribute4|Attribute6|Attribute7
36509,Item 5981,Attribute8|Attribute1|Attribute13|Attribute12|Attribute11|Attribute10
36517,Item 5982,Attribute6|Attribute10
36519,Item 5983,Attribute8|Attribute9|Attribute10
36525,Item 5984,Attribute4|Attribute5|Attribute7
36527,Item 5985,Attribute6
36529,Item 5986,Attribute8|Attribute9|Attribute6|Attribute10|Attribute16
36533,Item 5987,Attribute6|Attribute13|Attribute12|Attribute10
36535,Item 5988,Attribute4|Attribute6
36537,Item 5989,Attribute4|Attribute6
36708,Item 5990,Attribute1|Animation|Attribute4
36850,Item 5991,Attribute8|Attribute4|Attribute9|Attribute10
36931,Item 5992,Attribute8|Attribute9|Attribute6
37211,Item 5993,Attribute4|Attribute14|Attribute18
37240,Item 5994,Attribute15
37380,Item 5995,Attribute8|Attribute13|Attribute11
37382,Item 5996,Attribute9|Attribute6|Attribute10
37384,Item 5997,Attribute4
37386,Item 5998,Attribute8|Attribute11
37444,Item 5999,Attribute4|Attribute13|Attribute7
37475,Item 6000,Attribute6
37477,Item 6001,Attribute8|Attribute4|Attribute9
37495,Item 6002,Attribute5|Attribute12|Attribute7|Attribute10
37545,Item 6003,Attribute6
37720,Item 6004,Attribute9|Attribute6|Attribute13|Attribute10
37727,Item 6005,Attribute8|Attribute6|Attribute10
37729,Item 6006,Animation|Attribute4|Attribute5|Attribute14|Attribute7
37731,Item 6007,Attribute9|Attribute6
37733,Item 6008,Attribute8|Attribute9|Attribute6|Attribute10
37736,Item 6009,Attribute6
37739,Item 6010,Attribute6
37741,Item 6011,Attribute9|Attribute6
37830,Item 6012,Attribute8|Attribute1|Animation|Attribute5|Attribute11
37844,Item 6013,Attribute4|Attribute6|Attribute7
37853,Item 6014,Attribute8|Attribute1|Attribute9|Attribute10
37857,Item 6015,Attribute1|Attribute3|Attribute6|Attribute5
38038,Item 6016,Attribute1|Animation|Attribute3|Attribute4
38061,Item 6017,Attribute4|Attribute9|Attribute12|Attribute10
38095,Item 6018,Attribute8|Attribute9|Attribute6
38159,Item 6019,Attribute6|Attribute7
38164,Item 6020,Attribute6|Attribute7
38198,Item 6021,Attribute15
38294,Item 6022,Attribute8|Attribute1|Attribute6|Attribute5
38304,Item 6023,Attribute15
38388,Item 6024,Attribute6
38583,Item 6025,Attribute8|Attribute13|Attribute11|Attribute10
38798,Item 6026,Attribute4|Attribute6
38886,Item 6027,Attribute4|Attribute6
38992,Item 6028,Attribute6
39183,Item 6029,Attribute6|Attribute7
39231,Item 6030,Attribute4|Attribute6|Attribute7
39234,Item 6031,Attribute6
39292,Item 6032,Attribute9|Attribute6
39307,Item 6033,Attribute3|Attribute6
39381,Item 6034,Attribute9|Attribute6|Attribute18
39400,Item 6035,Attribute8|Attribute13|Attribute12|Attribute10
39414,Item 6036,Attribute4|Attribute6|Attribute7
39427,Item 6037,Attribute10
39435,Item 6038,Attribute8|Attribute1|Attribute6|Attribute18
39444,Item 6039,Attribute4|Attribute6
39446,Item 6040,Attribute13|Attribute10
39449,Item 6041,Attribute4|Attribute6|Attribute7
39516,Item 6042,Attribute6
39715,Item 6043,Attribute4
39801,Item 6044,Attribute1|Attribute4|Attribute5|Attribute13
39869,Item 6045,Attribute6
40148,Item 6046,Attribute9|Attribute6|Attribute10
40278,Item 6047,Attribute8|Attribute6|Attribute16
40339,Item 6048,Attribute8|Attribute1|Animation|Attribute3|Attribute4|Attribute11
40412,Item 6049,Attribute9|Attribute10
40414,Item 6050,Attribute6|Attribute16
40478,Item 6051,Attribute13|Attribute11|Attribute10
40491,Item 6052,Attribute4|Attribute6
40578,Item 6053,Attribute8|Attribute6
40581,Item 6054,Attribute4|Attribute7
40583,Item 6055,Attribute6|Attribute10
40597,Item 6056,Attribute4|Attribute6
40614,Item 6057,Attribute6|Attribute10
40617,Item 6058,Attribute13|Attribute10
40629,Item 6059,Attribute6|Attribute7
40697,Item 6060,Attribute11
40723,Item 6061,Attribute9|Attribute13|Attribute10
40732,Item 6062,Attribute1|Attribute6|Attribute13|Attribute10
40815,Item 6063,Attribute1|Attribute5|Attribute10|Attribute17
40819,Item 6064,Attribute6|Attribute14|Attribute7
40826,Item 6065,Attribute6|Attribute14|Attribute7
40851,Item 6066,Attribute8|Attribute1|Attribute3|Attribute5
40870,Item 6067,Attribute6
40946,Item 6068,Attribute4|Attribute14
40955,Item 6069,Attribute4|Attribute6
40959,Item 6070,Attribute8|Attribute4|Attribute9|Attribute10
40962,Item 6071,Attribute4|Attribute7
40966,Item 6072,Attribute6
41014,Item 6073,Attribute9|Attribute13|Attribute12|Attribute10
41285,Item 6074,Attribute9|Attribute6|Attribute7
41527,Item 6075,Attribute9|Attribute6|Attribute10|Attribute16
41566,Item 6076,Attribute1|Attribute3|Attribute5
41569,Item 6077,Attribute8|Attribute1|Attribute6|Attribute5|Attribute10
41571,Item 6078,Attribute6|Attribute7
41573,Item 6079,Attribute4|Attribute6|Attribute7
41617,Item 6080,Attribute9|Attribute6|Attribute7
41627,Item 6081,Attribute8|Attribute6
41712,Item 6082,Attribute4|Attribute6
41716,Item 6083,Attribute4|Attribute6|Attribute10
41724,Item 6084,Attribute15
41769,Item 6085,Attribute4|Attribute6|Attribute7
41828,Item 6086,Attribute4|Attribute16
41863,Item 6087,Attribute1|Attribute9|Attribute6
41997,Item 6088,Attribute8|Attribute9|Attribute6|Attribute10
42002,Item 6089,Attribute4|Attribute14
42004,Item 6090,Attribute1|Attribute4|Attribute6
42007,Item 6091,Attribute4|Attribute6|Attribute7
42009,Item 6092,Attribute1|Attribute4
42011,Item 6093,Attribute4|Attribute9
42013,Item 6094,Attribute4
42015,Item 6095,Attribute8|Attribute1|Attribute4|Attribute6|Attribute7
42018,Item 6096,Attribute4|Attribute6
42176,Item 6097,Attribute6|Attribute10
42191,Item 6098,Animation|Attribute3
42285,Item 6099,Attribute13|Attribute10
42418,Item 6100,Attribute1|Attribute6|Attribute7
42422,Item 6101,Animation|Attribute6|Attribute7|Attribute11
42556,Item 6102,Attribute5|Attribute12|Attribute18
42559,Item 6103,Attribute8|Attribute1|Attribute6
42602,Item 6104,Attribute15
42632,Item 6105,Attribute9|Attribute6|Attribute12|Attribute10
42638,Item 6106,Attribute4|Attribute6
42718,Item 6107,Attribute8|Attribute9|Attribute11
42723,Item 6108,Attribute13
42725,Item 6109,Attribute4
