asin,title,price,imUrl,brand,categories,description
B000034DLD,Elope Inc. Kid's Birthday Cake Hat,19.95,http://ecx.images-amazon.com/images/I/417DzJoUZWL._SY300_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps', 'Kids & Baby']]","You say it's your birthday? Well, what could be sweeter than a  beautiful frosty-white birthday cake--that you wear on your head?!  That's right, there will be no mistaking the birthday girl when  this hat is tossed into the ring. The white cake has pink frosting,  multicolored flowers, and five big yellow ""flaming"" candles on top. The  ""Happy Birthday"" message is embroidered across the cake in bright,  festive letters. The flat brim of the hat is light blue and serves as  the cake plate. A great addition to any birthday party, the birthday  cake hat is also ideal for costuming or creative dress-up role-play.  Size is adjustable.--Alison Golder"
B000034DLC,Kids King Crown Hat,19.95,http://ecx.images-amazon.com/images/I/41MUq%2BDUTAL._SX342_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Girls'], ['Clothing, Shoes & Jewelry', 'Boys'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps']]",
B000034DLG,Elope - Grasshopper Child Hat,14.98,http://ecx.images-amazon.com/images/I/41MZdLC3jVL._SY445_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]",
B00004NKKE,Train Spinning Top with Sound,43.99,http://ecx.images-amazon.com/images/I/41B87946WML._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Boys', 'Clothing']]","Bolz Tops are carefully crafted of the finest materials to endure generations of play. Pump the handle and watch the colorful three-car locomotive travel round and round the entire town. This 19cm electronic top makes realistic train sounds as inside this tops translucent shell, a locomotive and two train cars move around a track when the top is spinning. The train chugs along, crossing through gated passes, into the park and past the houses and shops. Measures approximately 10 inches tall. Requires 1 ""AA"" alkaline battery (included)."
B000034DKX,Kid's Astronaut Hat,19.95,http://ecx.images-amazon.com/images/I/41ISZs-xOwL._SY300_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps', 'Kids & Baby']]","What kid hasn't dreamed of traveling through space to visit  faraway planets? Round up your wannabe astronaut friends and create  outer space adventures all your own. The white helmet-style hood has  silver trim and is emblazoned with the American flag and the NASA  insignia; it also features a built-in ""microphone."" Dress-up is a great  way to stimulate imagination and creativity through role-play. So let  your imagination ""blast off"" anytime the mood strikes.--Alison  Golder"
B00004R904,"Chef Revival White Chef Hat, Regular Size",,http://ecx.images-amazon.com/images/I/415VN02MJHL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Food Service', 'Hats']]","Chef Revival makes a full line of traditional apparel for chefs who have modern standards of comfort. This white chef's hat has a no-slip fit to cover the brow while you're slaving over the stove and a wide band for keeping hair out of the way--two reasons chefs wear hats in the first place. This is one hat that stands tall; inside, stiff felt fabric supports the pleats and prevents flopping. Its easy-care polyester-cotton blend always looks sharp, so anyone can feel like a pro.--Lynne Sampson"
B00004SR9S,Lewis N. Clark  Lightweight Travel Garment Bag,13.99,http://ecx.images-amazon.com/images/I/31A158snQAL._SY445_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Luggage', 'Garment Bags']]",
B00004SR9T,Lewis N. Clark  Ergonomic Luggage Shoulder Strap Bag,11.93,http://ecx.images-amazon.com/images/I/41q06eRrn8L._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Luggage Straps']]",
B00004SR9N,Lewis N. Clark  Replacement Luggage Shoulder Strap Bag,7.72,http://ecx.images-amazon.com/images/I/415usgslN6L._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Luggage Straps']]",
B00004SR8Z,Lewis N. Clark Deluxe Neck Stash,12.8,http://ecx.images-amazon.com/images/I/41RfWLMDFWL._SY445_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",
B00004SR8X,Lewis N. Clark TravelDry Waist Stash,10.99,http://ecx.images-amazon.com/images/I/41Tk8soGHxL._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",
B00004SR94,"Lewis N. Clark Dry Stash, Red",,http://ecx.images-amazon.com/images/I/41j37QrpXML._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",
B00004SQLQ,Master Lock 1545DCM Backpack/Luggage Lock,,http://ecx.images-amazon.com/images/I/21ZCREJRAKL.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Luggage Locks']]","The Master Lock Backpack Padlock features rugged die-cast construction, a set-your-own combination and contemporary colors for a unique and fun look.  This padlock comes with a purple front; orange thumbpiece; yellow back.  It's great for all general-purpose applications at school, at home or in the office.  The three-wheel resettable combination locking mechanism allows for keyless convenience.  Master Lock offers a full line of padlocks, chains, cables, and specialty locks for all of your needs."
B00004SRA8,Lewis N. Clark Original Neckrest Inflatable Pillow,8.66,http://ecx.images-amazon.com/images/I/41zcPsfQQ4L._SX342_.jpg,Lewis N. Clark,"[['Home & Kitchen', 'Bedding', 'Bed Pillows'], ['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories']]",
B00004SRB3,"Lewis N. Clark Motion Relief Wristbands, Grey",8.65,http://ecx.images-amazon.com/images/I/51b8VVPq%2BvL._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories']]",
B00004SR8Y,Lewis N. Clark Deluxe Waist Stash,11.99,http://ecx.images-amazon.com/images/I/41sdUkosxXL._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",
B00004SR9P,Lewis N. Clark Add-A-Bag Luggage Strap,7.92,http://ecx.images-amazon.com/images/I/41aE9LsEkyL._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Shoes & Accessories: International Shipping Available'], ['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Luggage Straps']]",
B00004SRAB,Lewis N Clark 455 Inflatable Backrest,,http://ecx.images-amazon.com/images/I/41maAGloN3L._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories']]",
B00004T2XI,Thomas &amp; Friends - Wooden Railway - Stop and Go Figure 8 Set,,http://ecx.images-amazon.com/images/I/31CFmo5baeL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Baby']]","Looking for just the right train for your little  conductor-in-training? You can't go wrong with this high-quality set from Learning  Curve. This ""new classic"" is made with your preschooler in mind and  comes with three vehicles, a bridge, the Stop &amp; Go Station, two  trees, miles of tracks, and even Mr. Conductor. The beauty of this  24-piece set is that it can be used with both the Figure 8 Expansion Set  and other Thomas and Friends Wooden Railway systems, so the winding  road of adventure can grow as your collection does. Any railroad  aficionado will agree that this set is among the best of the best.--Melissa Wilson"
B00004TD6V,Power Beads,24.99,http://ecx.images-amazon.com/images/I/61YZ2EDVT9L._SX300_.jpg,Hotstuff,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Jewelry']]","This bead bracelet kit is both less and more than meets the eye. The big, 15-inch-by-12-inch box  is thoroughly misleading. Inside, you'll find nothing but a black-and-white instruction sheet on bracelet  making, a small, very cheaply made bead-sorting tray, and a small zip-lock bag. The whole thing could  have fit into a quarter of the space with ease. Still, the bag contains a couple hundred real glass beads in a  wide array of colors and patterns. And there's thick gold thread to string them on--enough for 10 different  bracelets.--Richard Farr"
B00004TF4C,Sumdex Universal Size Padded Palm Wallet (Silver),10.0,http://ecx.images-amazon.com/images/I/41QZPWENYJL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']]","Sumdex's padded palm organizer wallet lets you protect your organizer  without risking your pocketbook. The reasonably priced wallet is made of silver  EVA material, a semihard expanded vinyl, which is water-resistant and shock  absorbent. The organizer is secured inside by a Velcro patch, and two elastic  bands hold spare batteries. The wallet has a dual-zipper closure. It weighs just  1 ounce and includes a handy belt loop so you can carry it with you."
B00004SRAJ,"Lewis N. Clark Clothes Line With Suction Cups and Clips, Black",6.99,http://ecx.images-amazon.com/images/I/415x%2ByfJ6tL._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories']]",
B00004U0FB,Just Pretend: Detective,,http://ecx.images-amazon.com/images/I/418MZ6ZPVAL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby']]","Hot on the trail? Kids can still look cool in our PI special. Rearview sunglasses and black fedora allow for subtle snooping, while vest pockets galore keep tools handy. Gear includes decoder book, badge, ID, magnifier, fingerprint kit and working voice recorder."
B00004TVLT,"Paper Magic Group Spooky Home Decor, Rotating Light, Spooky Shadows",37.07,http://ecx.images-amazon.com/images/I/41ox-fboP4L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'More Accessories']]","Add a little spooky flare to your Halloween decor. With the help  of two C batteries (not included), the Spooky Shadows Light provides a  revolving light show of witches on brooms, black cats, full moons, grave  stones, and crooked trees. A switch on the bottom lets you turn it on  and off with ease."
B00004U1KZ,Bride of Darkness Adult Costume Fits Up to Size 9,21.35,http://ecx.images-amazon.com/images/I/21RVYV0RQDL.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]",
B00004SR8W,Lewis N. Clark Neck Stash,10.57,http://ecx.images-amazon.com/images/I/51hfm0bnv2L._SX342_.jpg,Lewis N. Clark,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Travel Accessories', 'Travel Wallets']]",
B00004U1KF,Plus Size Medusa Costume,23.4,http://ecx.images-amazon.com/images/I/41%2BKkTdmGrL._SY445_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B00004U1KC,Lil' Punkin Pie Costume,12.24,http://ecx.images-amazon.com/images/I/411NK2X3MTL._SY445_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Infants & Toddlers', 'Baby Boys']]",
B00004U1J7,Disguise Women's Black Hooded Robe,33.95,http://ecx.images-amazon.com/images/I/41R5wuizkaL._SX342_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Exotic Apparel', 'Women', 'Costumes']]",
B00004U1LF,Disguise The Simpsons Homer Adult Vinyl Oversized Mask Costume Accessory,21.09,http://ecx.images-amazon.com/images/I/41MAXclhX8L._SY445_.jpg,Disguise Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Masks']]",
B00004U1NW,Disguise Marvel Spiderman And Friends Spiderman Costume,11.33,http://ecx.images-amazon.com/images/I/41RV4yZuE6L._SY445_.jpg,Disguise Costumes,"[['Health & Personal Care', 'Stationery & Party Supplies', 'Party Supplies'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Infants & Toddlers', 'Baby Boys']]",
B00004U34M,Elope Inc. Kid's Birthday Cake Sport,18.07,http://ecx.images-amazon.com/images/I/41m4ahAibWL._SY300_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories']]","So it's his birthday? Well, what could be sweeter than a  beautiful frosty-white birthday cake--on his head? There will be no  mistaking the birthday boy when this hat is worn around. The white cake  has blue icing separating two layers. Sports balls decorate the lower  layer, a flat red brim serves as a cake plate, and eight ""flaming""  candles of various colors stand on top. ""Happy Birthday"" is embroidered  across the cake in bright, festive letters. A great addition to any  birthday party, the birthday cake hat is also ideal for costuming, and  the size is adjustable.--Alison Golder"
B00004U34L,Elope Boys Knight Child Helmet,18.06,http://ecx.images-amazon.com/images/I/41qIKRRF3pL._SY445_.jpg,elope,"[['Clothing, Shoes & Jewelry', 'Boys'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps', 'Kids & Baby']]",
B00004U1J2,Buzz Lightyear Jet Pack,9.05,http://ecx.images-amazon.com/images/I/51z8ICMVxLL._SX342_.jpg,Disney,"[['Clothing, Shoes & Jewelry', 'Boys'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Boys']]",
B00004U3SU,Rubies Costume Co Women's Dallas Cowboys Cheerleader Boot Tops,13.82,http://ecx.images-amazon.com/images/I/41YvflOFbGL._SX342_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Girls'], ['Clothing, Shoes & Jewelry', 'Boys'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories']]",
B00004U3LE,Wizard Of Oz Glinda Costume,,http://ecx.images-amazon.com/images/I/41tswV%2BZ6DL._SY445_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B00002N5QQ,McGuire-Nicholas C14 Five Pocket Waist Apron,6.97,http://ecx.images-amazon.com/images/I/41NX20VWTGL._SX300_.jpg,McGuire-Nicolas,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Food Service', 'Aprons']]","The five pocket waist apron has two large flared pockets, two small tool pockets, and one small center pocket. It offers two rivet reinforced polypropylene hammer loops.  The warranty is one year on defective merchandise."
B00004U3L9,Rubies Costume Co Men's Doctor Scrubs Costume,16.24,http://ecx.images-amazon.com/images/I/315UVtK4nOL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B00004U3KC,Barbie Cheerleader Pompoms,7.98,http://ecx.images-amazon.com/images/I/51B%2BHpPtNrL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Girls']]","What would a cheerleader be without pompoms? Barbie would  hardly be caught without hers. These cheer shakers, which are perfect  for Barbie cheerleader costumes, are lightweight, colorful (Barbie's  soft pink and white), and effective. Set comes with two paper shakers  with stick handles."
B00004U3OE,Child's Batman Robin Halloween Costume (Size:Medium 8-10),,http://ecx.images-amazon.com/images/I/41MDFT3JD5L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Kids & Baby', 'Boys']]","The child robin costume will make your child look exactly like Batman's one and only super sidekick, Robin! Costume includes the classic Robin jumpsuit, cape, and a mask that will protect the identity of any aspiring young hero. You don't have to take a trip to the Bat Cave to look like the real thing with our Robin costume!"
B00004U3ST,Rubie's Costume Co - The Wizard of Oz Badge Of Courage,7.42,http://ecx.images-amazon.com/images/I/312MRJB8M2L._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'More Accessories']]",
B00004U3KU,Rubie's Costume Comical Cow Costume,21.71,http://ecx.images-amazon.com/images/I/41gwAeNd59L._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B00004U3LC,Sexy Catwoman Costume,31.06,http://ecx.images-amazon.com/images/I/31jlMK3WBDL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Exotic Apparel', 'Women', 'Costumes']]",
B00004U3LG,The Wizard of Oz Cowardly Lion Adult Costume,31.2,http://ecx.images-amazon.com/images/I/41MFTn4MguL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B00004U3M4,Adult Robin Costume Deluxe - Small,,http://ecx.images-amazon.com/images/I/41Qa0mAAjHL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B00004U3SF,"Wizard of Oz Child's Deluxe Dorothy Ruby Red Slippers, Medium",20.09,http://ecx.images-amazon.com/images/I/41MWXUHWGZL._SY300_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Girls', 'Shoes', 'Flats']]","For any girl who's enchanted by theWizard of Oz, and Dorothy in  particular, there can be no peace in the kingdom until the magic ruby slippers are hers.  This pair of outrageously sparkly crimson slippers fits the bill nicely. Entirely encrusted  with red glitter--watch out, they do shed a little--and topped off with a little shiny  bow, these play shoes slip on and off easily and have a cushy comfort pad inside. Size  medium should fit a girl ages 5 to 7. One caveat: the flat sole is rather slick, so the shoes  can be slippery on certain smooth surfaces.--Marianne Painter"
B00004VWJW,Birkenstock 68051 Green Super Birki Clog Size 9 to 9-1/2 (Men's) (Discontinued by Manufacturer),71.9,http://ecx.images-amazon.com/images/I/41CHQ5CFCQL._SX300_.jpg,Flagline,"[['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Mules & Clogs']]","There's a delicious satisfaction in slipping on a good pair of clogs as you head out to the garden. These are those kinds of clogs, and typical Birkenstocks in every sense: classically colored, intensely comfortable, and smartly made. The convenient removable liners display Birkenstock's customary foot-molded features, comfy cork cushioning, and moisture-whisking jute fiber foot bed. Moreover, they're machine washable, so on particularly mucky days you can toss the liners in the wash while you casually hose down the shoes. The shoes are as carefully constructed as the liners, featuring a good tread on the soles for traction and fitting slightly larger than everyday footwear to allow for long periods spent standing. Made of polyurethane, they can not only withstand all kinds of weather, mud, and hosing down, but also they're lightweight, flexible, and virtually indestructible. It's small wonder they've been affectionately dubbed ""Birki's""--no doubt these clogs will be your chummiest garden companions for seasons on end."
B00004VWJH,Birkenstock 68041Yellow Super Birki Clog Size 4 to 4-1/2 (Women's) (Discontinued by Manufacturer),65.9,http://ecx.images-amazon.com/images/I/31HK3GG03AL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Mules & Clogs']]","There's a delicious satisfaction in slipping on a good pair of clogs as you head out to the garden. These are those kinds of clogs, and typical Birkenstocks in every sense: classically colored, intensely comfortable, and smartly made. The convenient removable liners display Birkenstock's customary foot-molded features, comfy cork cushioning, and moisture-whisking jute fiber foot bed. Moreover, they're machine washable, so on particularly mucky days you can toss the liners in the wash while you casually hose down the shoes. The shoes are as carefully constructed as the liners, featuring a good tread on the soles for traction and fitting slightly larger than everyday footwear to allow for long periods spent standing. Made of polyurethane, they can not only withstand all kinds of weather, mud, and hosing down, but also they're lightweight, flexible, and virtually indestructible. It's small wonder they've been affectionately dubbed ""Birki's""--no doubt these clogs will be your chummiest garden companions for seasons on end."
B00004U3LF,Rubie's Costume Scarecrow Adult Costume,27.35,http://ecx.images-amazon.com/images/I/41D6B6E2DXL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B00004VWKY,"Lacrosse 18-Inch Grange Boot, Men's Size 9 to 9-1/2 (Discontinued by Manufacturer)",84.99,http://ecx.images-amazon.com/images/I/41P15E2PWML._SY300_.jpg,Sloggers,"[['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Outdoor', 'Hunting']]","LaCrosse has a strong heritage in rubber. Their standards remain high.  LaCrosse 18-inch Grange boot is less prone to ozone damage, which can cause surface cracking and failure, is less likely to tear, and has a durable lining.   The upper/bottom consist of 100% waterproof, natural, hand-crafted, ozone-resistant rubber in OD Green. The outsole has a Chevron cleated outsole, which features: an ankle fit design for comfort and support, nylon net lining, full-cushion insole, top strap and buckle adjustment, fiberglass shank for arch support, ribbed vamp resists snagging, full boot heel, and made in the USA. Proven performance...You'll find it in every boot LaCrosse makes."
B00004WHFF,PalmOne V Slim Wallet Case (Tan),,http://ecx.images-amazon.com/images/I/41EGWQ6RWSL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']]","With the new Palm V Slim Case, there's no need to carry both a handheld case and a wallet. The new Palm V Slim Case is beautifully crafted of soft, full-grain leather. It features a billfold compartment for money, inside pockets for business cards, and four slots for credit cards. And a zippered coin pocket keeps your change secure. A stylish, adjustable loop closure holds everything neatly in place, while the Palm-designed rail mechanism secures your handheld in a sleek profile that fits in your pocket or purse."
B00004W1TN,Antheil Plays Antheil,19.34,http://ecx.images-amazon.com/images/I/51N9bju%2B5aL._SX300_.jpg,,"[['CDs & Vinyl', 'Classical', 'Ballets & Dances', 'Ballets'], ['CDs & Vinyl', 'Classical', 'Chamber Music'], ['CDs & Vinyl', 'Classical', 'Forms & Genres', 'Theatrical, Incidental & Program Music', 'Overtures'], ['CDs & Vinyl', 'Classical', 'Symphonies'], ['CDs & Vinyl', 'Opera & Classical Vocal'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories']]",
B00004U3KI,"Spirit Er Female Doctor Womens Costume, Green, Standard",17.49,http://ecx.images-amazon.com/images/I/41v6VkkeWzL._SX342_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']]",
B00004WZSL,"Ironclad Cold Condition Gloves CCG-04-L, Large, Black",29.42,http://ecx.images-amazon.com/images/I/41lC0g5vI7L._SY300_.jpg,Ironclad,"[['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Gloves & Mittens', 'Cold Weather Gloves']]","Ironclad has given hands a new lease with their high-tech approach to glove design. Ironclad gloves are made to protect workers' hands better than other work gloves, without feeling clumsy the way so many work gloves can. The first thing we noticed about these gloves is that they're tailored to fit the natural curve hands have in a resting position, rather than being cut straight, so when the hand isn't working, it can actually relax without the glove pulling the fingers in an uncomfortable direction. The palm of this general-utility glove is made of Amara, a synthetic material that mimics the resilience, grip, and comfort of suede while remaining machine-washable and resistant to water damage. High-wear areas are reinforced with thicker pads of this same material to add to the gloves' durability. The fingertips are also reinforced, yet we had no problem with dexterous tasks like picking up coins. We also like the cut of the cuff on these gloves. It comes in tight to the wrist to prevent dirt or other materials from pouring in. Why so many other gloves have gaping cuff designs is a mystery. While the gloves themselves won't be damaged by water, they won't keep your hands dry for long if you're working in really wet conditions. But that can be said of most work gloves, and everything considered, Ironclad gloves are some of the toughest, most comfortable, and easiest-to-work-in gloves we've tried.--Brian Trinen"
B00004YV1S,"NFL Oakland Raiders Youth Team Uniform Set, Medium",,http://ecx.images-amazon.com/images/I/51QJ2APZXEL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]","NFL Oakland Raiders Franklin Sports Kids Team Uniform Set, Medium (Ages 7 to 9)"
B00004YT0A,Morris Custumes Women's Scream Mask with Blood and Pump,11.99,http://ecx.images-amazon.com/images/I/41QFHGN64EL._SY445_.jpg,Morris Costumes,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Masks', 'Men']]",
B00004U3LH,Tin Man Teen Costume,32.84,http://ecx.images-amazon.com/images/I/31pglca3oxL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
B0000501DU,Power Sword and Fazer Set,,http://ecx.images-amazon.com/images/I/51lPGKOOtoL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'More Accessories']]","These fun weapons have battle sounds and lights.  They are sure to provide hours of battling fun!  Includes exciting features such as: Chrome Tech Handle, Power Burst Lights, Power Action Sounds, and Light-Up Blue Blade!"
B00004ZYD0,New Balance 8505 Running Shoes Mens 18EE,,http://ecx.images-amazon.com/images/I/41VKF91MQXL.jpg,,"[['Clothing, Shoes & Jewelry', 'N', 'New Balance'], ['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Athletic', 'Running']]",
B000050696,Fun World Men 'Dripping Bleeding Mask' Accessory,7.35,http://ecx.images-amazon.com/images/I/51DTTMVW8ZL._SX342_.jpg,Morris,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Masks', 'Men']]",
B0000507H9,"Chef Revival Pinstripe 100% Cotton Beret, Medium",,http://ecx.images-amazon.com/images/I/513D6CS8V0L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Food Service']]","This classy, jaunty 100 percent cotton cook's beret has white twine-textured pinstripes against a black background and makes a fashion statement in any kitchen--professional or otherwise. It is cut for medium-size heads and has an elastic band in back for adjustments. Don't worry about getting grease splatters on it, as it's machine-washable in cool water. If the beret arrives with any defects, Chef Revival will exchange it for another at no charge. Chef Revival also makescook's pantsand anapronin this pattern.--Fred Brack"
B000050B0Q,Rubie's Pirate Pak With Earring And Eye Patch,2.9,http://ecx.images-amazon.com/images/I/514EWBJ9Q4L._SY300_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'More Accessories']]",Sail the seven seas for treasure and candy with this pirate earring and eye patch / Halloween costume
B000050YPU,Ghost Robe,20.99,http://ecx.images-amazon.com/images/I/31NgRBHQcBL._SY445_.jpg,Rubie&#39;s Costume Co,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Band & Music Fan', 'Accessories'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
